nom,lemme
a,avoir
à,à
à_brûle_pourpoint,à_brûle_pourpoint
a_capella,a_capella
a_cappella,a_cappella
à_cloche_pied,à_cloche_pied
a_contrario,a_contrario
à_côté,à_côté
à_coup,à_coup
à_cropetons,à_cropetons
à_croupetons,à_croupetons
à_dieu_vat,à_dieu_vat
a_fortiori,a_fortiori
à_fortiori,à_fortiori
a_giorno,a_giorno
à_giorno,à_giorno
à_glagla,à_glagla
à_jeun,à_jeun
à_l_aveuglette,à_l_aveuglette
à_l_encan,à_l_encan
à_l_encontre,à_l_encontre
à_l_envi,à_l_envi
à_l_improviste,à_l_improviste
a_l_instar,a_l_instar
à_l_instar,à_l_instar
à_la_daumont,à_la_daumont
à_la_saint_glinglin,à_la_saint_glinglin
à_leur_encontre,à_leur_encontre
à_lurelure,à_lurelure
à_mon_encontre,à_mon_encontre
à_notre_encontre,à_notre_encontre
à_peu_près,à_peu_près
à_pic,à_pic
à_plat,à_plat
a_posteriori,a_posteriori
a_priori,a_priori
à_propos,à_propos
à_rebrousse_poil,à_rebrousse_poil
à_son_encontre,à_son_encontre
à_tâtons,à_tâtons
à_tire_larigot,à_tire_larigot
à_ton_encontre,à_ton_encontre
à_touche_touche,à_touche_touche
à_tue_tête,à_tue_tête
à_valoir,à_valoir
à_votre_encontre,à_votre_encontre
aa,aa
ab_absurdo,ab_absurdo
ab_initio,ab_initio
ab_ovo,ab_ovo
abaca,abaca
abaissa,abaisser
abaissai,abaisser
abaissaient,abaisser
abaissait,abaisser
abaissant,abaissant
abaissante,abaissant
abaisse,abaisser
abaissé,abaisser
abaisse_langue,abaisse_langue
abaissée,abaisser
abaissées,abaissé
abaissement,abaissement
abaissent,abaisser
abaisser,abaisser
abaissera,abaisser
abaisserai,abaisser
abaisseraient,abaisser
abaisserais,abaisser
abaisserait,abaisser
abaissèrent,abaisser
abaisses,abaisser
abaissés,abaisser
abaissez,abaisser
abaissons,abaisser
abalone,abalone
abalones,abalone
abandon,abandon
abandonna,abandonner
abandonnai,abandonner
abandonnaient,abandonner
abandonnais,abandonner
abandonnait,abandonner
abandonnâmes,abandonner
abandonnant,abandonner
abandonnas,abandonner
abandonnât,abandonner
abandonne,abandonner
abandonné,abandonner
abandonnée,abandonner
abandonnées,abandonner
abandonnent,abandonner
abandonner,abandonner
abandonnera,abandonner
abandonnerai,abandonner
abandonneraient,abandonner
abandonnerais,abandonner
abandonnerait,abandonner
abandonneras,abandonner
abandonnèrent,abandonner
abandonnerez,abandonner
abandonneriez,abandonner
abandonnerions,abandonner
abandonnerons,abandonner
abandonneront,abandonner
abandonnes,abandonner
abandonnés,abandonner
abandonneurs,abandonneur
abandonnez,abandonner
abandonniez,abandonner
abandonnions,abandonner
abandonnique,abandonnique
abandonnons,abandonner
abandons,abandon
abaque,abaque
abasourdi,abasourdir
abasourdie,abasourdi
abasourdir,abasourdir
abasourdis,abasourdir
abasourdissant,abasourdissant
abasourdissants,abasourdissant
abat,abattre
abat_jour,abat_jour
abat_son,abat_son
abatage,abatage
abâtardi,abâtardir
abâtardie,abâtardi
abâtardies,abâtardir
abâtardir,abâtardir
abâtardirai,abâtardir
abâtardissant,abâtardir
abatis,abatis
abats,abattre
abattage,abattage
abattages,abattage
abattaient,abattre
abattais,abattre
abattait,abattre
abattant,abattre
abattants,abattant
abatte,abattre
abattement,abattement
abattements,abattement
abattent,abattre
abattes,abattre
abatteur,abatteur
abatteurs,abatteur
abattez,abattre
abattiez,abattre
abattions,abattre
abattirent,abattre
abattis,abattis
abattit,abattre
abattoir,abattoir
abattoirs,abattoir
abattons,abattre
abattra,abattre
abattrai,abattre
abattraient,abattre
abattrais,abattre
abattrait,abattre
abattras,abattre
abattre,abattre
abattrez,abattre
abattriez,abattre
abattrons,abattre
abattront,abattre
abattu,abattre
abattue,abattre
abattues,abattre
abattures,abatture
abattus,abattre
abbatial,abbatial
abbatiale,abbatial
abbatiales,abbatial
abbaye,abbaye
abbayes,abbaye
abbé,abbé
abbés,abbé
abbesse,abbé
abbesses,abbé
abc,abc
abcès,abcès
abdication,abdication
abdications,abdication
abdiqua,abdiquer
abdiquai,abdiquer
abdiquaient,abdiquer
abdiquais,abdiquer
abdiquait,abdiquer
abdiquant,abdiquer
abdique,abdiquer
abdiqué,abdiquer
abdiquée,abdiquer
abdiquer,abdiquer
abdiquera,abdiquer
abdiquerais,abdiquer
abdiquerait,abdiquer
abdiquez,abdiquer
abdomen,abdomen
abdominal,abdominal
abdominale,abdominal
abdominales,abdominal
abdominaux,abdominal
abdos,abdos
abducteur,abducteur
abduction,abduction
abécédaire,abécédaire
abeille,abeille
abeilles,abeille
aber,aber
aberrant,aberrant
aberrante,aberrant
aberrantes,aberrant
aberrants,aberrant
aberration,aberration
aberrations,aberration
abêti,abêtir
abêties,abêti
abêtir,abêtir
abêtis,abêtir
abêtissait,abêtir
abêtissement,abêtissement
abêtit,abêtir
abhorrais,abhorrer
abhorrait,abhorrer
abhorrant,abhorrer
abhorre,abhorrer
abhorré,abhorrer
abhorrée,abhorré
abhorrer,abhorrer
abhorrés,abhorrer
abhorrez,abhorrer
abîma,abîmer
abîmai,abîmer
abîmaient,abîmer
abîmait,abîmer
abîmant,abîmer
abîme,abîme
abîmé,abîmer
abîmée,abîmer
abîmées,abîmer
abîment,abîmer
abîmer,abîmer
abîmera,abîmer
abîmerai,abîmer
abîmerais,abîmer
abîmerait,abîmer
abîmeras,abîmer
abîmerez,abîmer
abîmeront,abîmer
abîmes,abîme
abîmés,abîmer
abîmez,abîmer
abîmions,abîmer
abîmons,abîmer
abject,abject
abjecte,abject
abjectement,abjectement
abjectes,abject
abjection,abjection
abjections,abjection
abjects,abject
abjurant,abjurer
abjuration,abjuration
abjurations,abjuration
abjure,abjurer
abjuré,abjurer
abjurer,abjurer
abjurez,abjurer
abjurons,abjurer
abkhaze,abkhaze
ablatif,ablatif
ablation,ablation
ablations,ablation
able,able
ablette,ablette
ablettes,ablette
ablution,ablution
ablutions,ablution
abnégation,abnégation
aboi,aboi
aboie,aboyer
aboiement,aboiement
aboiements,aboiement
aboient,aboyer
aboiera,aboyer
aboierait,aboyer
aboieront,aboyer
aboies,aboyer
abois,aboi
aboli,abolir
abolie,aboli
abolies,abolir
abolir,abolir
abolira,abolir
abolirait,abolir
aboliras,abolir
abolis,abolir
abolissaient,abolir
abolissais,abolir
abolissait,abolir
abolissant,abolir
abolissent,abolir
abolissions,abolir
abolissons,abolir
abolit,abolir
abolition,abolition
abolitionniste,abolitionniste
abolitionnistes,abolitionniste
abominable,abominable
abominablement,abominablement
abominables,abominable
abominaient,abominer
abomination,abomination
abominations,abomination
abomine,abominer
abominer,abominer
abonda,abonder
abondai,abonder
abondaient,abonder
abondais,abonder
abondait,abonder
abondamment,abondamment
abondance,abondance
abondant,abondant
abondante,abondant
abondantes,abondant
abondants,abondant
abondassent,abonder
abonde,abonder
abondé,abonder
abondent,abonder
abonder,abonder
abonnai,abonner
abonnant,abonner
abonnât,abonner
abonne,abonner
abonné,abonner
abonnée,abonner
abonnées,abonné
abonnement,abonnement
abonnements,abonnement
abonner,abonner
abonnés,abonné
abonnez,abonner
abord,abord
aborda,aborder
abordable,abordable
abordables,abordable
abordage,abordage
abordages,abordage
abordai,aborder
abordaient,aborder
abordais,aborder
abordait,aborder
abordâmes,aborder
abordant,aborder
aborde,aborder
abordé,aborder
abordée,aborder
abordées,aborder
abordent,aborder
aborder,aborder
abordera,aborder
aborderai,aborder
aborderaient,aborder
aborderais,aborder
aborderait,aborder
abordèrent,aborder
aborderiez,aborder
aborderions,aborder
aborderons,aborder
aborderont,aborder
abordes,aborder
abordés,aborder
abordez,aborder
abordiez,aborder
abordions,aborder
abordons,aborder
abords,abord
aborigène,aborigène
aborigènes,aborigène
abornement,abornement
abortif,abortif
abortive,abortif
abortives,abortif
abouchaient,aboucher
abouchais,aboucher
abouchait,aboucher
abouchant,aboucher
abouché,aboucher
abouchée,aboucher
abouchements,abouchement
aboucher,aboucher
abouchés,aboucher
aboule,abouler
abouler,abouler
aboules,abouler
aboulez,abouler
aboulie,aboulie
aboulique,aboulique
abouliques,aboulique
abounas,abouna
about,about
aboutait,abouter
abouti,aboutir
aboutie,abouti
aboutîmes,aboutir
aboutir,aboutir
aboutira,aboutir
aboutirai,aboutir
aboutiraient,aboutir
aboutirais,aboutir
aboutirait,aboutir
aboutiras,aboutir
aboutirent,aboutir
aboutirons,aboutir
aboutiront,aboutir
aboutis,aboutir
aboutissaient,aboutir
aboutissait,aboutir
aboutissant,aboutir
aboutissants,aboutissant
aboutisse,aboutir
aboutissement,aboutissement
aboutissent,aboutir
aboutissez,aboutir
aboutissiez,aboutir
aboutissions,aboutir
aboutit,aboutir
aboutonnai,aboutonner
aboutons,abouter
aboya,aboyer
aboyaient,aboyer
aboyait,aboyer
aboyant,aboyer
aboyante,aboyant
aboyé,aboyer
aboyer,aboyer
aboyèrent,aboyer
aboyeur,aboyeur
aboyeurs,aboyeur
aboyons,aboyer
abracadabra,abracadabra
abracadabrant,abracadabrant
abracadabrante,abracadabrant
abracadabrantes,abracadabrant
abracadabrants,abracadabrant
abracadabré,abracadabrer
abrasé,abraser
abrasif,abrasif
abrasifs,abrasif
abrasion,abrasion
abrasive,abrasif
abraxas,abraxas
abrégé,abréger
abrège,abréger
abrégea,abréger
abrégeai,abréger
abrégeaient,abréger
abrégeait,abréger
abrégeant,abréger
abrégeât,abréger
abrégée,abrégé
abrègent,abréger
abrégeons,abréger
abréger,abréger
abrégera,abréger
abrégerai,abréger
abrégerait,abréger
abrégés,abrégé
abrégez,abréger
abreuva,abreuver
abreuvage,abreuvage
abreuvaient,abreuver
abreuvait,abreuver
abreuvant,abreuver
abreuve,abreuver
abreuvé,abreuver
abreuvée,abreuver
abreuvent,abreuver
abreuver,abreuver
abreuvera,abreuver
abreuveraient,abreuver
abreuvés,abreuver
abreuvez,abreuver
abreuvoir,abreuvoir
abreuvoirs,abreuvoir
abreuvons,abreuver
abréviatif,abréviatif
abréviation,abréviation
abréviations,abréviation
abri,abri
abri_refuge,abri_refuge
abribus,abribus
abricot,abricot
abricotez,abricoter
abricotier,abricotier
abricotiers,abricotier
abricotine,abricotine
abricots,abricot
abris,abri
abrita,abriter
abritai,abriter
abritaient,abriter
abritais,abriter
abritait,abriter
abritâmes,abriter
abritant,abriter
abrite,abriter
abrité,abriter
abritée,abriter
abritées,abriter
abritent,abriter
abriter,abriter
abritera,abriter
abriterait,abriter
abritèrent,abriter
abriterons,abriter
abriteront,abriter
abrites,abriter
abrités,abrité
abritez,abriter
abritiez,abriter
abritions,abriter
abritons,abriter
abrogation,abrogation
abrogé,abroger
abrogée,abroger
abrogées,abroger
abrogent,abroger
abroger,abroger
abrogés,abroger
abrupt,abrupt
abrupte,abrupt
abruptement,abruptement
abruptes,abrupt
abrupts,abrupt
abruti,abruti
abrutie,abruti
abruties,abruti
abrutir,abrutir
abrutira,abrutir
abrutis,abruti
abrutissaient,abrutir
abrutissais,abrutir
abrutissait,abrutir
abrutissant,abrutissant
abrutissante,abrutissant
abrutissantes,abrutissant
abrutissants,abrutissant
abrutissement,abrutissement
abrutissent,abrutir
abrutisseur,abrutisseur
abrutissions,abrutir
abrutit,abrutir
abscisse,abscisse
abscission,abscission
abscons,abscons
absconse,abscons
absconses,abscons
absence,absence
absences,absence
absent,absent
absenta,absenter
absentai,absenter
absentaient,absenter
absentais,absenter
absentait,absenter
absentant,absenter
absente,absent
absenté,absenter
absentée,absenter
absentéisme,absentéisme
absentéiste,absentéiste
absenter,absenter
absentera,absenter
absenterai,absenter
absenterait,absenter
absentèrent,absenter
absentes,absenter
absentés,absenter
absents,absent
abside,abside
absides,abside
absidiales,absidial
absidiole,absidiole
absinthant,absinther
absinthe,absinthe
absolu,absolu
absolue,absolu
absolues,absolu
absolument,absolument
absolus,absolu
absolution,absolution
absolutisme,absolutisme
absolvaient,absoudre
absolvait,absoudre
absolvant,absolvant
absolve,absoudre
absolvent,absoudre
absolves,absoudre
absorba,absorber
absorbables,absorbable
absorbai,absorber
absorbaient,absorber
absorbais,absorber
absorbait,absorber
absorbant,absorbant
absorbante,absorbant
absorbantes,absorbant
absorbants,absorbant
absorbe,absorber
absorbé,absorber
absorbée,absorber
absorbées,absorber
absorbent,absorber
absorber,absorber
absorbera,absorber
absorberai,absorber
absorberaient,absorber
absorberait,absorber
absorbèrent,absorber
absorbés,absorber
absorbeur,absorbeur
absorbez,absorber
absorbions,absorber
absorbons,absorber
absorption,absorption
absorptions,absorption
absoudrai,absoudre
absoudrait,absoudre
absoudre,absoudre
absoudriez,absoudre
absous,absoudre
absout,absoudre
absoute,absoute
absoutes,absoudre
abstenaient,abstenir
abstenais,abstenir
abstenait,abstenir
abstenant,abstenir
abstenez,abstenir
absteniez,abstenir
abstenions,abstenir
abstenir,abstenir
abstenons,abstenir
abstention,abstention
abstentionniste,abstentionniste
abstentionnistes,abstentionniste
abstenu,abstenir
abstenue,abstenir
abstenues,abstenir
abstenus,abstenir
abstiendrai,abstenir
abstiendraient,abstenir
abstiendrais,abstenir
abstiendrait,abstenir
abstiendras,abstenir
abstiendrions,abstenir
abstiendrons,abstenir
abstiendront,abstenir
abstienne,abstenir
abstiennent,abstenir
abstiennes,abstenir
abstiens,abstenir
abstient,abstenir
abstinence,abstinence
abstinences,abstinence
abstinent,abstinent
abstinente,abstinent
abstinrent,abstenir
abstins,abstenir
abstint,abstenir
abstînt,abstenir
abstraction,abstraction
abstractions,abstraction
abstraire,abstraire
abstrais,abstraire
abstrait,abstrait
abstraite,abstrait
abstraitement,abstraitement
abstraites,abstraire
abstraits,abstrait
abstrus,abstrus
abstruse,abstrus
abstruses,abstrus
absurde,absurde
absurdement,absurdement
absurdes,absurde
absurdistes,absurdiste
absurdité,absurdité
absurdités,absurdité
abus,abus
abusa,abuser
abusai,abuser
abusaient,abuser
abusais,abuser
abusait,abuser
abusant,abuser
abuse,abuser
abusé,abuser
abusée,abuser
abusées,abuser
abusent,abuser
abuser,abuser
abusera,abuser
abuserai,abuser
abuserais,abuser
abuserait,abuser
abusèrent,abuser
abuserez,abuser
abuseriez,abuser
abuses,abuser
abusés,abuser
abuseur,abuseur
abusez,abuser
abusiez,abuser
abusif,abusif
abusifs,abusif
abusive,abusif
abusivement,abusivement
abusives,abusif
abusons,abuser
abyme,abyme
abyssal,abyssal
abyssale,abyssal
abyssales,abyssal
abysse,abysse
abysses,abysse
abyssin,abyssin
abyssinien,abyssinien
abyssinienne,abyssinien
abyssins,abyssin
acabit,acabit
acabits,acabit
acacia,acacia
acacias,acacia
académicien,académicien
académiciens,académicien
académie,académie
académies,académie
académique,académique
académiquement,académiquement
académiques,académique
académisé,académiser
académisme,académisme
acadien,acadien
acadienne,acadienne
acadiens,acadien
acagnardai,acagnarder
acagnardait,acagnarder
acagnardé,acagnarder
acagnardée,acagnarder
acagnarder,acagnarder
acajou,acajou
acajous,acajou
acanthe,acanthe
acanthes,acanthe
acariâtre,acariâtre
acariâtres,acariâtre
acariens,acarien
accabla,accabler
accablai,accabler
accablaient,accabler
accablais,accabler
accablait,accabler
accablant,accablant
accablante,accablant
accablantes,accablant
accablants,accablant
accablât,accabler
accable,accabler
accablé,accabler
accablée,accabler
accablées,accabler
accablement,accablement
accablements,accablement
accablent,accabler
accabler,accabler
accableraient,accabler
accablèrent,accabler
accablés,accabler
accablez,accabler
accablions,accabler
accalmie,accalmie
accalmies,accalmie
accalmit,accalmir
accapara,accaparer
accaparaient,accaparer
accaparait,accaparer
accaparant,accaparer
accaparante,accaparant
accapare,accaparer
accaparé,accaparer
accaparée,accaparer
accaparées,accaparer
accaparer,accaparer
accaparerait,accaparer
accaparés,accaparer
accapareur,accapareur
accaparez,accaparer
accastillage,accastillage
accastillages,accastillage
accéda,accéder
accédai,accéder
accédaient,accéder
accédais,accéder
accédait,accéder
accédâmes,accéder
accédant,accéder
accédé,accéder
accède,accéder
accèdent,accéder
accéder,accéder
accédera,accéder
accéderai,accéder
accéderaient,accéder
accéderais,accéder
accéderait,accéder
accéderas,accéder
accèdes,accéder
accédez,accéder
accédons,accéder
accéléra,accélérer
accélérai,accélérer
accéléraient,accélérer
accélérais,accélérer
accélérait,accélérer
accelerando,accelerando
accélérant,accélérer
accélérants,accélérant
accélérateur,accélérateur
accélérateurs,accélérateur
accélération,accélération
accélérations,accélération
accélératrice,accélérateur
accéléré,accélérer
accélère,accélérer
accélérée,accélérer
accélérées,accélérer
accélèrent,accélérer
accélérer,accélérer
accélérera,accélérer
accélérerait,accélérer
accéléreras,accélérer
accélérèrent,accélérer
accélérés,accéléré
accélères,accélérer
accélérez,accélérer
accélériez,accélérer
accélérons,accélérer
accent,accent
accenteur,accenteur
accents,accent
accentua,accentuer
accentuai,accentuer
accentuaient,accentuer
accentuais,accentuer
accentuait,accentuer
accentuant,accentuer
accentuât,accentuer
accentuation,accentuation
accentue,accentuer
accentué,accentuer
accentuée,accentuer
accentuées,accentuer
accentuent,accentuer
accentuer,accentuer
accentuerait,accentuer
accentuèrent,accentuer
accentués,accentuer
accentuez,accentuer
accepta,accepter
acceptable,acceptable
acceptables,acceptable
acceptai,accepter
acceptaient,accepter
acceptais,accepter
acceptait,accepter
acceptâmes,accepter
acceptant,accepter
acceptassent,accepter
acceptasses,accepter
acceptât,accepter
acceptation,acceptation
acceptations,acceptation
accepte,accepter
accepté,accepter
acceptée,accepter
acceptées,accepter
acceptent,accepter
accepter,accepter
acceptera,accepter
accepterai,accepter
accepteraient,accepter
accepterais,accepter
accepterait,accepter
accepteras,accepter
acceptèrent,accepter
accepterez,accepter
accepteriez,accepter
accepterions,accepter
accepterons,accepter
accepteront,accepter
acceptes,accepter
acceptés,accepter
acceptez,accepter
acceptiez,accepter
acception,acception
acceptions,accepter
acceptons,accepter
accès,accès
accesseurs,accesseur
accessibilité,accessibilité
accessible,accessible
accessibles,accessible
accession,accession
accessit,accessit
accessoire,accessoire
accessoirement,accessoirement
accessoires,accessoire
accessoirise,accessoiriser
accessoiriser,accessoiriser
accessoiriste,accessoiriste
accessoiristes,accessoiriste
accident,accident
accidente,accidenter
accidenté,accidenté
accidentée,accidenté
accidentées,accidenté
accidentel,accidentel
accidentelle,accidentel
accidentellement,accidentellement
accidentelles,accidentel
accidentels,accidentel
accidenter,accidenter
accidentés,accidenté
accidents,accident
acclama,acclamer
acclamaient,acclamer
acclamait,acclamer
acclamant,acclamer
acclamation,acclamation
acclamations,acclamation
acclame,acclamer
acclamé,acclamer
acclamée,acclamer
acclamées,acclamer
acclament,acclamer
acclamer,acclamer
acclamera,acclamer
acclamerait,acclamer
acclameront,acclamer
acclamés,acclamer
acclamez,acclamer
acclamiez,acclamer
acclamons,acclamer
acclimata,acclimater
acclimatai,acclimater
acclimatation,acclimatation
acclimate,acclimater
acclimaté,acclimater
acclimatement,acclimatement
acclimatent,acclimater
acclimater,acclimater
acclimaterait,acclimater
acclimates,acclimater
acclimatés,acclimater
acclimatez,acclimater
accointance,accointance
accointances,accointance
accointé,accointer
accointés,accointer
accola,accoler
accolade,accolade
accolades,accolade
accolait,accoler
accolant,accoler
accole,accoler
accolé,accoler
accolée,accoler
accolées,accoler
accolement,accolement
accolent,accoler
accoler,accoler
accolerais,accoler
accolés,accoler
accommoda,accommoder
accommodai,accommoder
accommodaient,accommoder
accommodais,accommoder
accommodait,accommoder
accommodant,accommodant
accommodante,accommodant
accommodantes,accommodant
accommodants,accommodant
accommodât,accommoder
accommodation,accommodation
accommodatrices,accommodateur
accommode,accommoder
accommodé,accommoder
accommodée,accommoder
accommodement,accommodement
accommodements,accommodement
accommodent,accommoder
accommoder,accommoder
accommodera,accommoder
accommoderai,accommoder
accommoderaient,accommoder
accommoderais,accommoder
accommoderait,accommoder
accommodèrent,accommoder
accommoderez,accommoder
accommoderions,accommoder
accommoderont,accommoder
accommodés,accommoder
accommodions,accommoder
accommodons,accommoder
accompagna,accompagner
accompagnai,accompagner
accompagnaient,accompagner
accompagnais,accompagner
accompagnait,accompagner
accompagnâmes,accompagner
accompagnant,accompagner
accompagnât,accompagner
accompagnateur,accompagnateur
accompagnateurs,accompagnateur
accompagnatrice,accompagnateur
accompagnatrices,accompagnateur
accompagne,accompagner
accompagné,accompagner
accompagnée,accompagner
accompagnées,accompagner
accompagnement,accompagnement
accompagnements,accompagnement
accompagnent,accompagner
accompagner,accompagner
accompagnera,accompagner
accompagnerai,accompagner
accompagneraient,accompagner
accompagnerais,accompagner
accompagnerait,accompagner
accompagneras,accompagner
accompagnèrent,accompagner
accompagnerez,accompagner
accompagneriez,accompagner
accompagnerons,accompagner
accompagneront,accompagner
accompagnes,accompagner
accompagnés,accompagner
accompagnez,accompagner
accompagniez,accompagner
accompagnions,accompagner
accompagnons,accompagner
accompli,accomplir
accomplie,accompli
accomplies,accomplir
accomplir,accomplir
accomplira,accomplir
accomplirai,accomplir
accompliraient,accomplir
accomplirais,accomplir
accomplirait,accomplir
accompliras,accomplir
accomplirent,accomplir
accomplirez,accomplir
accomplirons,accomplir
accompliront,accomplir
accomplis,accomplir
accomplissaient,accomplir
accomplissais,accomplir
accomplissait,accomplir
accomplissant,accomplir
accomplisse,accomplir
accomplissement,accomplissement
accomplissements,accomplissement
accomplissent,accomplir
accomplissez,accomplir
accomplissiez,accomplir
accomplissions,accomplir
accomplissons,accomplir
accomplit,accomplir
accomplît,accomplir
accord,accord
accorda,accorder
accordai,accorder
accordaient,accorder
accordailles,accordailles
accordais,accorder
accordait,accorder
accordant,accorder
accordas,accorder
accordassent,accorder
accordât,accorder
accorde,accorder
accordé,accorder
accordée,accorder
accordées,accorder
accordement,accordement
accordent,accorder
accordéon,accordéon
accordéoniste,accordéoniste
accordéonistes,accordéoniste
accordéons,accordéon
accorder,accorder
accordera,accorder
accorderai,accorder
accorderaient,accorder
accorderais,accorder
accorderait,accorder
accorderas,accorder
accordèrent,accorder
accorderez,accorder
accorderiez,accorder
accorderons,accorder
accorderont,accorder
accordes,accorder
accordés,accorder
accordeur,accordeur
accordez,accorder
accordiez,accorder
accordions,accorder
accordo,accordo
accordons,accorder
accords,accord
accore,accore
accores,accore
accort,accort
accorte,accort
accortes,accort
accorts,accort
accosta,accoster
accostage,accostage
accostaient,accoster
accostais,accoster
accostait,accoster
accostant,accoster
accoste,accoster
accosté,accoster
accostée,accoster
accostées,accoster
accostent,accoster
accoster,accoster
accosterez,accoster
accosterons,accoster
accostez,accoster
accostiez,accoster
accostons,accoster
accota,accoter
accotaient,accoter
accotait,accoter
accotant,accoter
accote,accoter
accoté,accoter
accotée,accoter
accotées,accoter
accotement,accotement
accotements,accotement
accotent,accoter
accoter,accoter
accotèrent,accoter
accotés,accoter
accotoirs,accotoir
accotons,accoter
accoucha,accoucher
accouchaient,accoucher
accouchais,accoucher
accouchait,accoucher
accouchant,accoucher
accouche,accoucher
accouché,accoucher
accouchée,accoucher
accouchées,accouchée
accouchement,accouchement
accouchements,accouchement
accouchent,accoucher
accoucher,accoucher
accouchera,accoucher
accoucherait,accoucher
accoucheras,accoucher
accouches,accoucher
accouchés,accoucher
accoucheur,accoucheur
accoucheurs,accoucheur
accoucheuse,accoucheur
accouchez,accoucher
accouda,accouder
accoudai,accouder
accoudaient,accouder
accoudais,accouder
accoudait,accouder
accoudant,accouder
accoude,accouder
accoudé,accouder
accoudée,accouder
accoudées,accouder
accouder,accouder
accoudèrent,accouder
accoudés,accouder
accoudions,accouder
accoudoir,accoudoir
accoudoirs,accoudoir
accoudons,accouder
accoupla,accoupler
accouplaient,accoupler
accouplais,accoupler
accouplait,accoupler
accouplant,accoupler
accouple,accoupler
accouplé,accoupler
accouplée,accoupler
accouplées,accoupler
accouplement,accouplement
accouplements,accouplement
accouplent,accoupler
accoupler,accoupler
accouplera,accoupler
accouplerait,accoupler
accouplèrent,accoupler
accoupleront,accoupler
accouplés,accoupler
accouraient,accourir
accourais,accourir
accourait,accourir
accourant,accourir
accourcissant,accourcir
accoure,accourir
accourent,accourir
accoures,accourir
accourez,accourir
accouriez,accourir
accourir,accourir
accourons,accourir
accourra,accourir
accourrai,accourir
accourraient,accourir
accourrais,accourir
accourrait,accourir
accourront,accourir
accours,accourir
accourt,accourir
accouru,accourir
accourue,accourir
accourues,accourir
accoururent,accourir
accourus,accourir
accourussent,accourir
accourut,accourir
accourût,accourir
accoutre,accoutrer
accoutré,accoutrer
accoutrée,accoutré
accoutrement,accoutrement
accoutrements,accoutrement
accoutrés,accoutrer
accoutuma,accoutumer
accoutumai,accoutumer
accoutumaient,accoutumer
accoutumais,accoutumer
accoutumait,accoutumer
accoutumance,accoutumance
accoutumances,accoutumance
accoutumant,accoutumer
accoutume,accoutumer
accoutumé,accoutumer
accoutumée,accoutumer
accoutumées,accoutumé
accoutument,accoutumer
accoutumer,accoutumer
accoutumerait,accoutumer
accoutumés,accoutumer
accouvée,accouver
accras,accra
accrédita,accréditer
accréditaient,accréditer
accréditait,accréditer
accréditant,accréditer
accréditation,accréditation
accréditations,accréditation
accrédité,accrédité
accréditée,accréditer
accréditer,accréditer
accrédités,accréditer
accréditif,accréditif
accrétion,accrétion
accro,accro
accroc,accroc
accrocha,accrocher
accrochage,accrochage
accrochages,accrochage
accrochai,accrocher
accrochaient,accrocher
accrochais,accrocher
accrochait,accrocher
accrochant,accrocher
accrochât,accrocher
accroche,accrocher
accroché,accrocher
accroche_coeur,accroche_coeur
accrochée,accrocher
accrochées,accrocher
accrochent,accrocher
accrocher,accrocher
accrochera,accrocher
accrocherai,accrocher
accrocheraient,accrocher
accrocherais,accrocher
accrocherait,accrocher
accrochèrent,accrocher
accrocherez,accrocher
accrocheriez,accrocher
accrocheront,accrocher
accroches,accrocher
accrochés,accrocher
accrocheur,accrocheur
accrocheurs,accrocheur
accrocheuse,accrocheur
accrocheuses,accrocheur
accrochez,accrocher
accrochiez,accrocher
accrochions,accrocher
accrochons,accrocher
accrocs,accroc
accroire,accroire
accrois,accroître
accroissaient,accroître
accroissait,accroître
accroissant,accroître
accroisse,accroître
accroissement,accroissement
accroissent,accroître
accroissez,accroître
accroît,accroître
accroîtra,accroître
accroîtrait,accroître
accroître,accroître
accroîtront,accroître
accros,accro
accroupi,accroupir
accroupie,accroupir
accroupies,accroupir
accroupir,accroupir
accroupirent,accroupir
accroupis,accroupir
accroupissaient,accroupir
accroupissais,accroupir
accroupissait,accroupir
accroupissant,accroupir
accroupisse,accroupir
accroupissement,accroupissement
accroupissent,accroupir
accroupissons,accroupir
accroupit,accroupir
accru,accroître
accrue,accru
accrues,accroître
accrurent,accroître
accrus,accroître
accrut,accroître
accrût,accroître
accu,accu
accueil,accueil
accueillaient,accueillir
accueillais,accueillir
accueillait,accueillir
accueillant,accueillant
accueillante,accueillant
accueillantes,accueillant
accueillants,accueillant
accueille,accueillir
accueillent,accueillir
accueillera,accueillir
accueillerai,accueillir
accueilleraient,accueillir
accueillerait,accueillir
accueilleras,accueillir
accueillerez,accueillir
accueilleriez,accueillir
accueillerons,accueillir
accueilleront,accueillir
accueilles,accueillir
accueillez,accueillir
accueilli,accueillir
accueillie,accueillir
accueillies,accueillir
accueillir,accueillir
accueillirent,accueillir
accueillis,accueillir
accueillit,accueillir
accueillît,accueillir
accueillons,accueillir
accueils,accueil
accula,acculer
acculaient,acculer
acculais,acculer
acculait,acculer
acculant,acculer
acculât,acculer
accule,acculer
acculé,acculer
acculée,acculer
acculées,acculer
acculent,acculer
acculer,acculer
acculera,acculer
acculeraient,acculer
acculèrent,acculer
acculés,acculer
acculez,acculer
acculturation,acculturation
accumula,accumuler
accumulai,accumuler
accumulaient,accumuler
accumulais,accumuler
accumulait,accumuler
accumulant,accumuler
accumulateur,accumulateur
accumulateurs,accumulateur
accumulation,accumulation
accumulations,accumulation
